"STUDY_ID","REVIEWERS","INCLUDE","journal","abstract","title","volume","pages","author"
"218","Aaron_1","NO","Journal of blood transfusion","Background. ABO hemolytic disease of the newborn is the most common hemolytic consequence of maternofetal blood group incompatibility restricted mostly to non-group-O babies of group O mothers with immune anti-A or anti-B antibodies. Aim. We estimated the risk of ABO HDN with view to determining need for routine screening for ABO incompatibility between mother and fetus. Materials and Methods. Prevalence of ABO blood group phenotypes in blood donors at the donor clinic of the Lagos University Teaching Hospital and arithmetic methods were used to determine population prevalence of ABO genes. We then estimated proportion of pregnancies of group O mothers carrying a non-group-O baby and the risk that maternofetal ABO incompatibility will cause clinical ABO HDN. Results. Blood from 9138 donors was ABO typed. 54.3%, 23%, 19.4%, and 3.3% were blood groups O, A, B, and AB, respectively. Calculated gene frequencies were 0.1416, 0.1209, and 0.7375 for A, B, and O genes, respectively. It was estimated that 14.3% of deliveries will result in a blood group O woman giving birth to a child who is non-group-O. Approximately 4.3% of deliveries are likely to suffer ABO HDN with 2.7% prone to suffer from moderately severe to severe hemolysis.","Estimating the Risk of ABO Hemolytic Disease of the Newborn in Lagos.","2015","560738","Akanmu AS and Oyedeji OA and Adeyemo TA and Ogbenna AA"
"219","Aaron_1","NO","Journal of infection in developing countries","INTRODUCTION: Salivirus (SalV) represents an emerging problem in public health especially during the recent years. In this study, the Bayesian evolutionary history and the spread of the virus through the different countries have been reported. METHODOLOGY: a database of 81 sequences of SalV structural VP1 fragment were downloaded from GenBank, aligned and manually edited by Bioedit Software. ModelTest v. 3.7 software was used to estimate the simplest evolutionary model fitting the sequence dataset. A Maximum-Likelihood tree has been generated using MEGA-X to test the ""clockliness"" signal using TempEst 1.5.1. The Bayesian phylogenetic tree was built by BEAST. Homology modelling was performed by SWISS-Model and protein variability evaluated by ConSurf server. RESULTS: the phylogenetic tree showed a clade of SalV A2 and three main clades of SalV A1, revealing several infections in humans in South Korea, India, Tunisia, China, Nigeria, Ethiopia and USA. The Bayesian maximum clade credibility tree and the time of the most common recent ancestor dated back the root of the tree to the year 1788 with the probable origin in USA. Selective pressure analysis revealed two positive selection sites, His at 100th and Leu at 116th positions that at the homology modelling resulted important to guarantee protein stability and variability. This could contribute to the development of new mutations modifying the clinical features of this evolving virus. CONCLUSIONS: Bayesian phylogenetic and phylodynamic represented a useful tool to follow the transmission dynamic of SalV and to prevent new epidemics worldwide.","The Bayesian reconstruction and the evolutionary history of Salivirus type 1 and type 2: the worldwide spreading.","15","280-288","Angeletti S and Benvenuto D and Fogolari M and De Flora C and Ceccarelli G and Maida I and Bazzardi R and Spoto S and Pascarella S and Mugosa B and Ciccozzi M"
"220","Aaron_1","NO","The Journal of general virology","Endemic circulation of hepatitis E virus (HEV) in Namibia was suspected from serological data during an outbreak of non-A, non-B hepatitis in Rundu in 1995. The source of the outbreak was suspected to be the water supply, which had been compromised approximately 6 months earlier. Four HEV isolates from four different persons in this outbreak were successfully amplified, sequenced and analysed over a 451 bp region of a subgenomic fragment from the 3' end of the genome in ORF2. Phylogenetic analysis showed that the four Namibian HEV isolates clustered with a Mexican isolate in genotype II and shared 85.8-86.3 % nucleotide identity with the 1987 Mexican isolate, but were only 77.6-79.6 % similar to other African isolates. HEV isolated from the same region of Namibia in 1983 was reported to cluster in genotype I. However, virus isolates from sporadic cases of HEV isolated in 1997/8 in Nigeria were also from genotype II.","Identification of a new strain of hepatitis E virus from an outbreak in Namibia in 1995.","85","89-95","Maila HT and Bowyer SM and Swanepoel R"
"221","Aaron_1","NO","PloS one","High risk HPV (hrHPV) infection is a necessary cause of cervical cancer but the host genetic determinants of infection are poorly understood. We enrolled 267 women who presented to our cervical cancer screening program in Abuja, Nigeria between April 2012 and August 2012. We collected information on demographic characteristics, risk factors of cervical cancer and obtained samples of blood and cervical exfoliated cells from all participants. We used Roche Linear Array HPV Genotyping Test® to characterize the prevalent HPV according to manufacturer's instruction; Sequenom Mass Array to test 21 SNPs in genes/regions previously associated with hrHPV and regression models to examine independent factors associated with HPV infection. We considered a p<0.05 as significant because this is a replication study. There were 65 women with and 202 women without hrHPV infection. Under the allelic model, we found significant association between two SNPs, rs2305809 on RPS19 and rs2342700 on TYMS, and prevalent hrHPV infection. Multivariate analysis of hrHPV risk adjusted for age, body mass index, smoking, age of menarche, age at sexual debut, lifetime total number of sexual partners and the total number of pregnancies as covariates, yielded a p-value of 0.071 and 0.010 for rs2305809 and rs2342700, respectively. Our findings in this unique population suggest that a number of genetic risk variants for hrHPV are shared with other population groups. Definitive studies with larger sample sizes and using genome wide approaches are needed to understand the genetic architecture of hrHPV risk in multiple populations.","RPS19 and TYMS SNPs and Prevalent High Risk Human Papilloma Virus Infection in Nigerian Women.","8","e66930","Famooto A and Almujtaba M and Dareng E and Akarolo-Anthony S and Ogbonna C and Offiong R and Olaniyan O and Wheeler CM and Doumatey A and Rotimi CN and Adeyemo A and Adebamowo CA"
"222","Aaron_1","NO","American journal of human genetics","The haplotypes of 152 beta S-chromosomes were characterized in six different population groups. The chromosomes of individuals from Nigeria and from the southwest of the Arabian peninsula have the haplotype - - - - + + - + previously found in west African, Jamaican, and U.S. American blacks, whereas those from the eastern oases of Saudi Arabia and from the west and the east coast of India showed a different haplotype not found in Africa (+ + - + + + + -). These data are most consistent with an independent Asian origin of the sickle-cell mutation and provide further information about the geographic distribution of beta S-haplotypes in the Old World. The distribution of the Asian beta S-haplotype corresponds to the reported geographic distribution of a mild clinical phenotype of homozygous SS disease.","Geographical survey of beta S-globin gene haplotypes: evidence for an independent Asian origin of the sickle-cell mutation.","39","239-44","Kulozik AE and Wainscoat JS and Serjeant GR and Kar BC and Al-Awamy B and Essan GJ and Falusi AG and Haque SK and Hilali AM and Kate S and et al."
"223","Aaron_1","NO","European journal of human genetics : EJHG","The genes in the renin-angiotensin system are important physiologic candidates in studies of the genetic susceptibility to hypertension. Limited information has been available in most studies on the extent of variation in the candidate loci or the modifying effects of different environmental settings. We consequently genotyped 13 polymorphisms at the angiotensin I-converting enzyme (ACE) locus at an average distance of 2 kb in 2776 family members from Nigeria, Jamaica and an African-American community in the US. Allele and haplotype frequencies were similar in the three populations, with modest evidence of European admixture in the US. Two markers were consistently associated with ACE level in the three samples and the proportion of variance accounted for by ACE8 was similar in the three groups. No evidence of consistent association of single markers was noted with blood pressure across the three population samples, however. Likewise, in a haplotype-based analysis, despite significant associations within each population, the findings were not replicated consistently across all three samples. We did observe, however, that the overtransmitted haplotypes among hypertensives were drawn from a single clade, suggesting that susceptibility may cluster in patterns not captured directly by our markers.","Angiotensin I-converting enzyme polymorphisms, ACE level and blood pressure among Nigerians, Jamaicans and African-Americans.","12","460-8","Bouzekri N and Zhu X and Jiang Y and McKenzie CA and Luke A and Forrester T and Adeyemo A and Kan D and Farrall M and Anderson S and Cooper RS and Ward R"
"225","Aaron_1","NO","Acta tropica","Plasmodium falciparum malaria remains a major public health hazard in sub-Saharan African children. While the factors that determine the variations in clinical outcome of a malaria have not been completely defined, both host and parasite factors, as well as the complex molecular interactions between them have been implicated. The cyto-adherent properties of the P. falciparum-infected red blood cells are considered as key properties in the pathogenesis of malaria and the polymorphisms of the host adhesion molecules could contribute to the severity of malaria. Clinical information and blood samples were collected from 223 children from Ibadan (south-west Nigeria), median age of 34.5 months, presenting with different clinical manifestations of malaria--clinically asymptomatic parasitism (ACP), acute uncomplicated malaria (UM) and severe malaria (SM)--as defined by WHO criteria. The polymorphisms of genes coding for four human adhesion molecules at six different loci (ICAM-1 exons 2, 4 and 6, E-selectin exon 2, CD36 exon 10, and PECAM exon 3) were studied. DNA samples were prepared for further genotyping of the six exons mentioned above by PCR-RFLPs using the appropriate restriction digests for each loci. The ICAM-1 exon 4 locus was monomorphic. All the other loci were at Hardy-Weinberg equilibrium (HWE). The E-selectin locus had very low heterozygosity (approximately 0.06) in contrast to the other loci under study (0.23-0.44). Once the data was further processed for covariates (age and parasite density) and taking as the reference category the ACP group, results show that in the presence of the G allele at the ICAM-1 exon 6 there is an increased risk (3.6 times) of severe malaria. As far as the T allele in the E-selectin exon is concerned, the number of sampled DNAs with the T allele within both the UM and SM categories is too low for drawing any relevant conclusion at this stage. In conclusion, these results suggest that genetic polymorphisms at host adhesion molecules loci are an important variable in the susceptibility to severe malaria. Further studies of host loci are needed to further delineate which polymorphisms are associated with severe malaria and increase our knowledge of the biology of host-parasite interactions.","Plasmodium falciparum malaria in south-west Nigerian children: is the polymorphism of ICAM-1 and E-selectin genes contributing to the clinical severity of malaria?","95","248-55","Amodu OK and Gbadegesin RA and Ralph SA and Adeyemo AA and Brenchley PE and Ayoola OO and Orimadegun AE and Akinsola AK and Olumese PE and Omotade OO"
"228","Aaron_1","NO","Tropical biomedicine","The assortment of paracentric chromosomal inversion 2La is associated with the maintenance of dieldrin resistance in laboratory colonies of the malaria vector Anopheles gambiae. This association has not been tested in field populations. The aim of this study was to test the association between inversion 2La and dieldrin resistance in a field population of An. coluzzii in Nigeria. Field collected immature stages of Anopheles were raised to adults and exposed to 4% dieldrin according to WHO criteria. Knockdown was recorded at 10 min intervals for 1 hour and final mortality was recorded 24 hours post exposure. Species and inversion 2La diagnostic PCR assays were conducted on the resistant and susceptible mosquitoes. The mosquitoes were highly resistant to 4% dieldrin (17.1% knock down and 25.7% final mortality; KDT(50) and KDT(95) calculated as 170 and 1, 514 minutes respectively). Frequencies of 2La in both the resistant and susceptible cohorts assorted within HardyWeinberg estimates (χ(2)=1.32, p=0.8 for dead/susceptible mosquitoes and χ(2)=2.54, p=0.5 for survivors or resistant mosquitoes). However, a higher number of heterozygous mosquitoes were observed in the resistant cohort compared to the susceptible, with significant variation in karyotype frequencies (χ(2)=11.08, DF=2, p<0.05) and a significantly higher frequency of the 2La inversion arrangement in the resistant cohort (Pearson's χ(2) = 4.58, p = 0.03.). These data are the first to associate paracentric chromosome inversion 2La and dieldrin resistance in field population of An. coluzzii. Dieldrin resistance shows a weak but significant association with 2La whose assortment is affected by positive heterosis. Variation in the assortment of 2La inversion arrangements between resistant and susceptible cohorts of this An. coluzzii population suggests that dieldrin resistance is at least partially linked to inversion 2La which may explain the persistence of dieldrin resistance in this population despite a significant absence of selection for resistance to this insecticide.","Test for association between dieldrin resistance and 2La inversion polymorphism in Anopheles coluzzii from Lagos, Nigeria.","36","587-593","Adeogun AO and Brooke BD and Olayanju DR and Adegbehingbe K and Oyeniyi TA and Olakiigbe AK and Awolola TS"
"229","Aaron_1","NO","Malawi medical journal : the journal of Medical Association of Malawi","BACKGROUND: Thyroid carcinoma is a common endocrine malignancy. It is however rare in childhood and often occurs as a result of radiation exposure or inherited genetic mutations. Most childhood thyroid carcinomas are well differentiated. There are very few epidemiological studies of this disease in Nigeria and our study aimed to determine the frequency in a subset of our population. The study aimed to determine the prevalence and histopathological characteristics of childhood thyroid carcinoma in our environment. METHODS: This was a retrospective review of histopathologically diagnosed thyroid carcinoma in children less than 18 years of age in the Department of Pathology, University College Hospital, Ibadan over a 40-year period. Histopathological diagnosis, age, sex and other relevant clinical information were extracted from the hospital records and surgical pathology records of the department. All cases of patients under18 years old had their slides re-examined and reclassified by two pathologists according to the World Health Organization histopathological classification of thyroid tumours. RESULTS: There were 25 cases of thyroid carcinomas seen in children within the study period. Papillary thyroid carcinoma was the most common, accounting for 80% of the cases. Follicular carcinoma accounted for 12%, and medullary and anaplastic carcinoma accounted for 4% each. The mean age at presentation was 13 years. There was a female preponderance with females accounting for 60% of cases. Tumours with distant metastasis made up 20% of the cases. CONCLUSION: Childhood thyroid carcinomas are rare in our environment, with a minority of cases presenting with metastases.","Histopathological profile of childhood thyroid carcinoma in Ibadan, Southwestern Nigeria.","32","213-217","Ajani MA and Omenai SA and Nwadiokwu JI and Salami AA"
"230","Aaron_1","NO","Annals of African medicine","BACKGROUND: In spite of its global notoriety and WHO alarm, Acinetobacter baumannii is still an understudied critical-priority pathobiont in Nigeria. We characterized its antimicrobial susceptibility profile and resistance genes during an outbreak. MATERIALS AND METHODS: This cross-sectional study involved collection of patients' urine samples and swabs from unit staff's hands and ward environments for the identification of A. baumannii strains using standard morphologic and biochemical methods. The disk diffusion method was used to assess the antimicrobial susceptibility profile of the isolates with the production of extended-spectrum beta-lactamases (ESBLs) confirmed by the combined disk test screening method. Characterization of the resistance genes of the ESBL producers was carried out using polymerase chain reaction polymerase chain reaction technique. RESULTS: A. total of eight (six clinical and two nonclinical) A. baumannii isolates were identified. The overall isolate susceptibility and resistance rates to all the antimicrobial agents was 56.3% (27/48) and 35.4% (17/48), respectively. Similarly, all (8/8; 100.00%) isolates were susceptible to meropenem and 75.0% (6/8) to ampicillin-sulbactam while 62.5% (5/8) were resistant to trimethoprim-sulfamethoxazole and 50.0% (4/8) to each of ciprofloxacin and ceftazidime. In addition, 37.5% (3/8) of the isolates were multidrug resistant (MDR) with nonclinical isolates exhibiting more antimicrobial resistance than their clinical counterparts (9/12%-75.0% vs. 8/36%-22.2%). Phenotypic detection and molecular characterization revealed three ESBL-producing isolates that each harbored bla(SHV) and bla(TEM) genes with bla(CTX-M) gene being absent. CONCLUSION: MDR strains of A. baumannii harboring bla(SHV) and bla(TEM) genes were recovered from clinical and environmental sources during the outbreak, which was contained with preventive measures recommended.","Outbreak of Multidrug-resistant Acinetobacter baumannii in a Tertiary Health Center from Northwestern Nigeria.","23","40-45","Mohammed Y and Muhammad AS and Zainu SM and Jimoh AK and Olowo-Okere A and Ogunyinka IA and Abubakar J and Dada KM and Egbe OE and Galalain SM"
"231","Aaron_1","NO","Brazilian journal of microbiology : [publication of the Brazilian Society for and Microbiology]","Antimicrobial resistance among bacteria present in ready-to-eat foods is an emerging concern. Hence, this study investigated the presence of extended-spectrum and AmpC β-lactamases (ESBL/AmpC)-producing Enterobacterales (ESBL-E) and the dissemination of mcr-1 in ESBL-E from ready-to-eat food samples (RTE) in Algeria. RTE food samples (n = 204) were aseptically collected and selectively cultured using MacConkey agar. The isolates were screened for ESBL production using the DDST test, confirmed ESBL-E isolates were identified using different conventional methods and MALDI-TOF MS, antibiotic susceptibility was determined using the disc diffusion and broth microdilution assay, ESBL-E isolates were analyzed for colistin and ESBL/AmpC encoding genes by PCR, and food samples were analyzed by univariate and multiple logistic regression. Overall, 48 (17.4%) of the 276 Enterobacterales were confirmed as ESBL producers, with a high prevalence in soups (40%), salads (25%), and cream-filled pastries (23.8%). Antibiotic susceptibility testing revealed that all the ESBL-E isolates were found multi-drug resistant. PCR revealed that bla(TEM), bla(CTX-M), bla(CMY-2), bla(OXA-1), and bla(SHV) were the most frequently detected. bla(CTX-M-9) and bla(CTX-M-1) were the predominant CTX-M types. Furthermore, four isolates were positive for mcr-1; three of them harbored the colistin resistance gene and ESBL/AmpC genes (2 E. cloacae and 1 S. enterica). To the best of our knowledge, this is the first report that detects the presence of the mcr-1 gene in ESBL-E strains isolated from RTE foods in Algeria. These findings suggest an urgent need for strict policies that prevent the spread and transmission of ESBL-E in food.","Prevalence of AmpC, ESBL, and colistin resistance genes in Enterobacterales isolated from ready-to-eat food in Algeria.","54","2205-2218","Zaatout N and Al-Mustapha AI and Bouaziz A and Ouchene R and Heikinheimo A"
"232","Aaron_1","NO","Acta tropica","Merozoite surface protein-1(19) (MSP-1(19)) specific antibodies which include processing inhibitory, blocking and neutral antibodies have been identified in individuals exposed to Plasmodium falciparum. Here we intend to look at the effect of single and multiple amino acid substitutions of MSP-1(19) on the recognition by polyclonal antibodies from children living in Igbo-Ora, Nigeria. This would provide us with information on the possibility of eliciting mainly processing inhibitory antibodies with a recombinant MSP-1(19) vaccine. Blood was collected from children in the rainy season and binding of anti-MSP-1(19) antibodies to modified mutants of MSP-1(19) was analysed by ELISA. The MSP-1(19) mutant proteins with single substitutions at positions 22 (Leu-->Arg), 43 (Glu-->Leu) and 53 (Asn-->Arg) and the MSP-1(19) mutant protein with multiple substitutions at positions 27+31+34+43 (Glu-->Tyr, Leu-->Arg, Tyr-->Ser, Glu-->Leu); which had inhibitory epitopes; had the highest recognition. Children recognised both sets of mutants with different age groups having different recognition levels. The percentage of malaria positive individuals (32-80%) with antibodies that bound to the mutants MSP-1(19) containing epitopes that recognise only processing inhibitory and not blocking antibodies, were significantly different from those with antibodies that did not bind to these mutants (21-28%). The amino acid substitutions that abolished the binding of blocking antibodies without affecting the binding of inhibitory antibodies are of particular interest in the design of MSP-1(19) based malaria vaccines. Although these MSP-1(19) mutants have not been found in natural population, their recognition by polyclonal antibodies from humans naturally infected with malaria is very promising for the future use of MSP-1(19) mutants in the design of a malaria vaccine.","Antibody specificities of children living in a malaria endemic area to inhibitory and blocking epitopes on MSP-1 19 of Plasmodium falciparum.","109","208-12","Omosun YO and Adoro S and Anumudu CI and Odaibo AB and Uthiapibull C and Holder AA and Nwagwu M and Nwuba RI"
"233","Aaron_1","NO","Wiener klinische Wochenschrift","Drug resistance against P. falciparum has been recognized as the crucial obstacle to curbing mortality and morbidity from malaria. We therefore determined the baseline distribution of pfcrt and pfmdr1 genes associated with resistance to chloroquine and pfdhfr gene associated with resistance to pyrimethamine in P. falciparum isolates collected from two geographically distinct areas of Nigeria. We use RT-PCR assays and sequencing to determine the prevalence of these mutations. The combined prevalence of pfcrt T76 mutation in the two sites was 92.3% with 86% from Osogbo compared to 93% from Lafia. Sequencing analysis of the (Pfcrt) K76T haplotype (amino acids 72-76) revealed CVIET as the only resistance haplotype present in the two areas. The frequency of pfmdr1 polymorphisms was higher in Lafia (39%) compared to that in Osogbo (35%) and the combined prevalence from the two sites was 45.5%. The prevalence of the pfdhfr triple mutant alleles was high in both locations. The Osogbo vs Lafia prevalence for pfdhfr mutations was 84% vs 91%, 88% vs 87% and 96% vs 96% for I51, R59 and N108, respectively. None of the samples from the two locations had the T108 mutation. The combined prevalence of pfcrt and pfmdr1 in Osogbo and Lafia was 44.2% with a risk ratio of 0.4164 while the combined prevalence of pfcrt, pfmdr1 and pfdhfr was 40.4% with a risk ratio of 1.081. These results strongly suggest the widespread distribution of CQ and pyrimethamine resistance without any marked distinction between the two locations.","Molecular surveillance of drug-resistant Plasmodium falciparum in two distinct geographical areas of Nigeria.","122","681-5","Ojurongbe O and Oyedeji SI and Oyibo WA and Fagbenro-Beyioku AF and Kun JF"
"235","Aaron_1","NO","Journal of the International Association of Providers of AIDS Care","There is limited information on efficacy and durability of second-line antiretroviral therapy (2NL) beyond 12 months in resource-limited settings. A total of 73 patients were enrolled into a prospective 2NL observational cohort in Nigeria. Second-line antiretroviral therapy consisted of lopinavir/ritonavir plus nucleoside reverse transcriptase inhibitors. Time on 2NL ranged from 15 to 31 months. Genotypes were retrospectively done and not available to guide second-line regimen choice. At enrollment, median CD4 count was 121 cells/mm3, and median time on first-line antiretroviral therapy (ISL) was 24 months. At 6 to 9 months on 2NL, 72.6% (intention to treat [ITT]) and 88.3% (on treatment [OT]) had an undetectable viral load (UDVL). At 12 months, 65.8% (ITT) and 90.57% (OT) had UDVL. At >12 to 24 months and at >24 months, 57.5% (ITT) and 91.3% (OT) had UDVL. No statistically significant association was observed between CD4 at 2NL start, sex, genotypic sensitivity score of 2NL, or tenofovir (TDF) use in ISL and viral suppression. Two patients developed major protease inhibitor mutations while on 2NL. We observed a high degree of viral suppression at 12 months and little loss of viral suppression thereafter.","Long-term outcome of second-line antiretroviral therapy in resource-limited settings.","13","366-71","Osinusi-Adekanmbi O and Stafford K and Ukpaka A and Salami D and Ajayi S and Ndembi N and Abimiku A and Nwizu C and Gilliam B and Redfield R and Amoroso A"
"236","Aaron_1","NO","European journal of medical research","BACKGROUND: The purpose of this study was to look into the presence of plasmid-mediated quinolone resistance (PMQR) genes and biofilm formation in several species of clinical Shigella isolates that were resistant to quinolones. METHODS: The stool samples of 150 patients (younger than 10 years) with diarrhea were collected in this cross-sectional study (November 2020 to December 2021). After cultivation of samples on Hektoen Enteric agar and xylose lysine deoxycholate agar, standard microbiology tests, VITEK 2 system, and polymerase chain reaction (PCR) were utilized to identify Shigella isolates. The broth microdilution method was used to determine antibiotic susceptibility. PMQR genes including qnrA, qnrB, qnrC, qnrD, qnrE, qnrS, qnrVC, qepA, oqxAB, aac(6')-Ib-cr, and crpP and biofilm formation were investigated in quinolone-resistant isolates by PCR and microtiter plate method, respectively. An enterobacterial repetitive intergenic consensus polymerase chain reaction (ERIC-PCR) technique was used to determine the clonal relatedness of quinolone-resistant isolates. RESULTS: A total of 95 Shigella isolates including S. sonnei (53, 55.8%), S. flexneri (39, 41.1%), and S. boydii (3, 3.2%) were identified. The highest resistance rates of the isolates were against ampicillin (92.6%, n = 88/95). Overall, 42 of 95 (44.2%) isolates were simultaneously resistant against two or more quinolones including 26 (61.9%) S. sonnei and 16 (38.1%) S. flexneri. All isolates were multidrug-resistant (resistance to more than 3 antibiotics). The occurrence of PMQR genes was as follows: qnrS (52.4%), qnrA and aac(6')-Ib-cr (33.3%), and qnrB (19.0%). The prevalence in species was as follows: 61.5% and 37.5% (qnrS), 19.2% and 56.3% (qnrA), 38.5% and 25.0 (aac(6')-Ib-cr), and 19.2% and 18.8% (qnrB) for S. sonnei and S. flexneri, respectively. The other PMQR genes were not detected. In total, 52.8% (28/53) of quinolone-susceptible and 64.3% (27/42) of quinolone-resistant isolates were biofilm producers. Biofilm formation was not significantly different between quinolone-resistant and quinolone-susceptible isolates (P-value = 0.299). Quinolone-resistant isolates showed a high genetic diversity according to the ERIC-PCR. CONCLUSION: It seems that qnrS, qnrA, and aac(6')-Ib-cr play a significant role in the quinolone resistance among Shigella isolates in our region. Also the quinolone-resistant S. flexneri and S. sonnei isolates had a high genetic diversity. Hence, antibiotic therapy needs to be routinely revised based on the surveillance findings.","Prevalence of plasmid-mediated quinolone resistance genes and biofilm formation in different species of quinolone-resistant clinical Shigella isolates: a cross-sectional study.","29","419","Al-Khafaji NSK and Almjalawi BSA and Ewadh RMJ and Al-Dahmoshi HOM and Abed SY and Nasrolahi A and Nwobodo DC and Kanaan MHG and Abdullah SS and Saki M"
"237","Aaron_1","NO","American journal of kidney diseases : the official journal of the National Kidney and Foundation","RATIONALE & OBJECTIVE: Recent studies in the human immunodeficiency virus (HIV)-infected population have suggested that there are genetic predispositions to the development of chronic kidney disease (CKD) in this context. We investigated the association of genetic polymorphisms of the genes encoding apolipoprotein L1 (APOL1), transforming growth factor β1 (TGF-β1; a profibrotic cytokine), and heme oxygenase 1 (HMOX1) with prevalent CKD among adults with and without HIV infection. STUDY DESIGN: Case-control study. SETTING & PARTICIPANTS: West African adults including 217 HIV-infected patients with CKD (HIV(+)/CKD(+) group), 595 HIV-infected patients without CKD (HIV(+)/CKD(-) group), 269 with CKD and no HIV infection (HIV(-)/CKD(+) group), and 114 with neither CKD nor HIV (HIV(-)/CKD(-) group). EXPOSURE: The genetic polymorphisms with reference single-nucleotide polymorphism (rs) identification numbers rs1800469 (TGF-β1), rs1800470 (TGF-β1), rs121918282 (TGF-β1); rs60910145 (APOL1 G1 risk allele), rs73885319 (APOL1 G1 risk allele), rs71785313 (APOL1 G2 risk allele), and rs743811 (HMOX1); HIV. OUTCOME: CKD. ANALYTICAL APPROACH: Single-nucleotide polymorphism (SNP) genotyping of rs1800469 (TGF-β1), rs1800470 (TGF-β1), rs121918282 (TGF-β1); rs60910145 (APOL1), rs73885319 (APOL1), rs71785313 (APOL1), and rs743811 (HMOX1) was performed. Hardy-Weinberg equilibrium was evaluated for all SNPs, and minor allele frequencies were reported. A case-control analysis was performed, and multivariable logistic regression was used to control for potential confounders. RESULTS: Minor allele frequencies for TGF-β1 (rs1800469, rs1800470, and rs1800471), APOL1 (rs60910145, rs73885319, and rs71785313), and HMOX1 (rs743811) were 0.25, 0.46, 0.46, 0.44, 0.45, 0.17, and 0.14, respectively. Among HIV-positive individuals, only TGF-β1 rs1800470 (GG vs AA), APOL1 (in the recessive model), and hypertension were associated with prevalent CKD (adjusted ORs of 0.44 [95% CI, 0.20-0.97], 2.54 [95% CI, 1.44-4.51], and 2.17 [95% CI, 1.35-3.48], respectively). No SNP polymorphisms were associated with prevalent CKD among HIV-negative individuals. LIMITATIONS: The lack of histopathology data for proper categorization of the type of HIV-related nephropathy. CONCLUSIONS: APOL1 polymorphisms were highly prevalent in this population and among adult patients infected with HIV and were associated with increased CKD risk. The TGF-β1 (rs1800470) polymorphism was associated with reduced risk, and HMOX1 polymorphisms were unassociated with CKD.","Association of Genetic Polymorphisms of TGF-β1, HMOX1, and APOL1 With CKD in Nigerian Patients With and Without HIV.","76","100-108","Ekrikpo UE and Mnika K and Effa EE and Ajayi SO and Okwuonu C and Waziri B and Bello A and Dandara C and Kengne AP and Wonkam A and Okpechi I"
"238","Aaron_1","NO","Cancer cell","We analyzed molecular data on 2,579 tumors from The Cancer Genome Atlas (TCGA) of four gynecological types plus breast. Our aims were to identify shared and unique molecular features, clinically significant subtypes, and potential therapeutic targets. We found 61 somatic copy-number alterations (SCNAs) and 46 significantly mutated genes (SMGs). Eleven SCNAs and 11 SMGs had not been identified in previous TCGA studies of the individual tumor types. We found functionally significant estrogen receptor-regulated long non-coding RNAs (lncRNAs) and gene/lncRNA interaction networks. Pathway analysis identified subtypes with high leukocyte infiltration, raising potential implications for immunotherapy. Using 16 key molecular features, we identified five prognostic subtypes and developed a decision tree that classified patients into the subtypes based on just six features that are assessable in clinical laboratories.","A Comprehensive Pan-Cancer Molecular Study of Gynecologic and Breast Cancers.","33","690-705.e9","Berger AC and Korkut A and Kanchi RS and Hegde AM and Lenoir W and Liu W and Liu Y and Fan H and Shen H and Ravikumar V and Rao A and Schultz A and Li X and Sumazin P and Williams C and Mestdagh P and Gunaratne PH and Yau C and Bowlby R and Robertson AG and Tiezzi DG and Wang C and Cherniack AD and Godwin AK and Kuderer NM and Rader JS and Zuna RE and Sood AK and Lazar AJ and Ojesina AI and Adebamowo C and Adebamowo SN and Baggerly KA and Chen TW and Chiu HS and Lefever S and Liu L and MacKenzie K and Orsulic S and Roszik J and Shelley CS and Song Q and Vellano CP and Wentzensen N and Weinstein JN and Mills GB and Levine DA and Akbani R"
